1437405354.22,0
1437405366.07,1
1437405377.86,0
1437405389.58,0
1437405401.39,0
1437405420.94,0
1437405432.8,0
1437405445.06,0
1437405456.87,0
1437405468.82,0
1437405481.61,0
1437405493.42,0
1437405505.14,0
1437405631.05,0
1437405662.68,0
1437405694.85,0
1437405726.54,0
1437405758.34,0
1437405790.47,0
1437405822.26,0
1437405854.14,0
1437405886.91,0
1437405918.9,0
1437405950.66,0
1437405982.52,0
1437406014.32,0
1437406046.12,0
1437406077.83,0
1437406109.58,0
1437406141.57,0
1437406173.44,0
1437406205.05,0
1437406236.86,0
1437406268.51,0
1437406300.46,0
1437406332.3,0
1437406364.51,0
1437406396.4,0
1437406758.6,0
1437406790.68,0
1437406823.03,0
1437406855.03,0
1437406887.03,0
1437406919.04,0
1437406951.06,0
1437406983.18,0
1437407015.09,0
1437407046.96,0
1437407078.89,0
1437407110.93,0
1437407143.22,0
1437407175.1,0
1437407207.2,0
1437407239.92,0
1437407272.26,0
1437407304.72,0
1437407336.9,0
1437407368.81,0
1437407400.91,0
1437407432.97,0
1437407465.55,0
1437407498.11,0
1437407530.33,1
1437407562.42,0
1437407594.5,0
1437407626.95,0
1437407659.0,0
1437407691.64,0
1437407723.98,0
1437407756.23,0
1437407788.5,0
1437407820.89,0
1437407853.19,0
1437407885.68,0
1437407917.77,0
1437407952.25,0
1437407984.56,0
1437408017.72,0
1437408050.05,0
1437408082.61,0
1437408114.71,0
1437408147.01,1
1437408178.83,0
1437408210.83,0
1437408242.8,0
1437408274.89,0
1437408307.2,0
1437408339.38,0
1437408372.19,0
1437408404.33,0
1437408436.34,0
1437408468.53,0
1437408500.55,0
1437408532.66,0
1437408564.82,0
1437408597.46,0
1437408629.51,0
1437408661.53,0
1437408693.64,0
1437408725.88,0
1437408758.1,0
1437408791.04,0
1437408823.16,0
1437408855.14,0
1437408887.52,0
1437408924.42,0
1437408956.75,0
1437408989.45,0
1437409021.69,0
1437409053.92,0
1437409085.82,0
1437409118.03,0
1437409150.17,0
1437409182.09,0
1437409214.29,0
1437409246.5,0
1437409278.5,0
1437409310.49,0
1437409343.4,0
1437409375.55,0
1437409408.02,0
1437409439.98,0
1437409471.95,0
1437409503.95,0
1437409535.92,0
1437409567.91,0
1437409930.17,0
1437409962.18,0
1437409994.38,0
1437410026.65,0
1437410058.61,0
1437410090.61,0
1437410126.84,0
1437410158.8,0
1437410190.86,0
1437410223.0,0
1437410255.09,0
1437410287.61,0
1437410319.78,0
1437410352.7,0
1437410384.5,0
1437410416.16,0
1437410448.15,0
1437410479.6,0
1437410513.22,0
1437410544.95,0
1437410576.6,0
1437410608.15,0
